class,text
Black Matters,"Jaden Malone's mom has removed him from the N.C. charter school over his suspension for pushing bully off him. A furious Charlotte, N.C., mother has pulled her son out from the Invest Collegiate Charter School over his suspension for defending himself against a bully, WJ 12-Year-Old Boy Suspended From School For Standing Up To Bully I Black Matters Black Matters"
Black Matters,"Prince Rogers Nelson's contributions to help low-income black children will be forever remembered. The 57-year-old music legend commonly known as Prince, who died on Thursday April 21, is remembered in Silicon Valley as an innovator and a passionate advocate Music Icon Prince Remembered As Advocate For Black Youth I Black Matters Black Matters"
Black Matters,"Several anti-racist organizations, including Black Matters, stood up against white supremacists, who staged the rally at Stone Mountain Park on April. 23. Hundreds of neo-nazis and klansmen attended an ""openly White Power' rally at Stone Mountain on Saturday. According to SPLC, the racist rally was organized by Jo White Pride Rally Was Interrupted by Anti-racist Groups Black Matters Black Matters"
Black Matters,"""We need our community's help; we aren't interested in rumors or gossip; we're looking to find the truth,"" said Ken Mascara, St. Lucie County Sheriff. St. Lucie County police officers are investigating the fatal shooting of a 21-year- old black motorist, Demarcus Semer, committed by two officers whose names are 12 Witnesses Of Police Shooting Demarcus Semer Refuse To Talk Black Matters Black Matters"
Black Matters,"A 23-year-old black mom, Jeannetta Maclin. was unjustly jailed over a month ago after her two young boys set their apartment on fire. According to reports. Maclin left her two boys aged five and two at home alone that day in desperation to make ends meet. She works endlessly on a low-paid job Struggling Single Mother Jailed Over Accidental Fire Gets Support I Black Matters Black Matters"
Blacktivist,"One of our subscribers asked us to join #HillaryClintonForPrison2016 Flash mob.        ARE YOU READY FOR A FLASH MOB, BLACKTIVISTS? If Hillary and her party have done so much for us, why is poverty increasing in the black community? Why we can't see economic development? Why there are no jobs for us? Why black unemployment rate is twice as the national average? She wasn't for us here before the elections, remember? If these questions are asked more often, it will be another disappointing Election Day for Hillary Clinton. Take part in this flash mob and show everybody that no one can manipulate black voters. Take a picture with a hashtag #HillaryClintonForPrison2016 => Sign the petition and spread the truth. https://www.change.org/p/petitioning judicial-and-legislative-branch-of-govem m ent-u n ited-states-government-prosecute-a-candidate-for-pres ident-of-the-us- hillary-clinton-on-treason-charges I SAY NO TO HILLARY CLINTON / I SAY NO TO MANIPULATION"
Blacktivist,Abused Killed Overworked Overpoliced Underappreciated Undervalued.... ...Tell and seek the truth
Don't Shoot,Do you know what is inspiring about this homeless arrested by cops? Just look how he acts during the detention! That's awesome!!! http://donotshoot. us/692-homeless-got-arrested-and-tasered-for-cops-fun/
Don't Shoot,"Cop Tases 12 Year Old Boy. This is absolutely crazy to use excessive force towards child. What about holding his hands on?? I bet, that will be enough! Man, I'm sick??? of the way how these poorly trained lazy asses??? fix problems!II"
Don't Shoot,NO CRIME SHOULD BE HIDDEN! Visit our website http://DoNotShoot.Us for exclusive updates and breaking news!
Williams&Kalvin,Another horrible loss! Two beautiful and gifted young women were shot on Sunday in an apartment complex parking lot near the LSU's campus in Baton Rouge. 19 year old women were the Southern University Students. Annette January was the freshman and a track start and the Lushantae Benton was a sophomore and a highly regarded student-athlete trainer. We send our deepest condolences to the January and Benton family. R. I. P.
Multicultural Affinity,"Show up, fight racism and take a stand for equality. Monday, May 2 at 4 PM at Erie County Holding Center Justice For India: Not 1 More!"
Multicultural Affinity,"Show up, fight racism and take a stand for equality. Monday, May 2 at 4 PM at Erie County Holding Center Justice For India: Not 1 More!"
Multicultural Affinity,"Show up, fight racism and take a stand for equality. Monday, May 2 at 4 PM at Erie County Holding Center Justice For India: Not 1 More!"
Multicultural Affinity,"Get breaking news and analysis on the life of African American community in the US. Black Matters Black Matters This Is What Being ""Confident In Ones Blackness"" Means To Some White Conservatives Black Matters Life Expectancy For Black Americans Increase Black Matters Police Brutality Videos Change How Black Men Live Black Matters"
Being Patriotic,"The recent poll has shown military representatives prefer Trump two times more than Clinton. I wonder how Hillary can even have military supporters, our soldiers have suffered enough from the liberal-in-chief for the last eight years. What's also confusing in that poll — almost every fifth polled soldier refuses to vote at all. It's a great demonstration out troops no longer trust the President, and Clinton would definitely not change the situation. No need to remind you what mistakes can Hillary do if allowed running our military forces —we don't need another Iraq and we definitely don't need another Benghazi."
Being Patriotic,"Remember that terrible case when a student was forced by York Comprehensive High School officials to remove the Old Glory from his pickup? It happened in May 2015 and luckily had a happy end, as a result the students were allowed to attach our flag to their vehicles.       The story ended well by efforts of dozens of patriots united to protest against High School authorities. It was a peaceful but strong and confident protest that made the authorities listen, it was a great example of how conscious people should act. We have to keep ready to stand against all kinds of attacks on American values and Constitutional laws. Unfortunately our current Government approves and even provokes these attacks, and the liberals' offensive and violent moods make it clear — every American patriot has to be careful and attentive."
Multicultural Affinity,Go well beyond profiling
Multicultural Affinity,White people do not want to be killed and terrorized by police neither do  blacks. This is called injustice.
Stop AI,"1 bet most of Americans don't want to pay for illegal aliens that get more welfare benefits than U.S. citizens. And if the people are only source of power, according to the Constitution of the United States of America, why does the government not deport all illegal aliens yet?"
Being Patriotic,"Bob Miranda-Boulay, Camp Lejeune Marine reservist, suffers serious health issues after exposure to tainted water. And he's not the only one! Approximately 30,000 Marine Reservists may have suffered the same kind of exposure.        Where were the liberals shouting about ecological problems? Why do they care about shutting down the coal industry to avoid mysterious unproved global warming but they don't mind thousands of Americans drinking poisoned water? Neither the VA officials nor our military commanders helped our Marines and now they just feel abandoned. Bob Miranda-Boulay said ̀I don't count' — that is what our veterans feel. That is not an attitude they deserve. ""I wanted to make a difference,"" Boulay said. ""I love my country and I wanted to do the right thing. I wanted to be a Marine."" That is a real shame our veterans feel being betrayed by our country leaders."
Being Patriotic,Kansas City Policeman died this Monday afternoon after being shot by a suspect. Detective Lancaster was a U.S Air Force veteran and had served with the Kansas City Police Department for 10 years. Honor to our hero; may his soul Rest in Peace. It is our duty to remember the heroes who left this world protecting us. We must resist the liberal propaganda accusing our cops in all deadly sins and we must keep on repeating our policemen are real heroes. It is important to rely on our police especially on the back of recent rising wave of liberal violent protests — our cops become the only guardians to protect us against rage and violence of hateful crowds.
Being Patriotic,"Saudi prince urged Americans not to vote for Trump last week. How wonderful, an Islamic dictator advises Americans how to run a Republic! Saudi Arabia is considered the main weapon and recruit provider to Islamic State terrorist organization.        No wonder radical Islamists are terrified by Trump, unlike Obama he is a strong confident man who'll deal with terrorism with no doubt. When terrorists' ""official"" leaders call to reject a Presidential candidate - you've got the man you need."
Being Patriotic,"Good morning, Americans! Enjoy the beauty of our national symbols, praise our Lord, honor American traditions and obey the Constitution written by our forefathers. Do that - and we will make our great nation live in a perfect society and make America great again."
Being Patriotic,"For the first time in American history, the leading candidate for the Democrat party is running on a platform that would prohibit the private ownership [or outright confiscation] of firearms. As a candidate, Hillary has already stated that the 2nd Amendment does not apply to us. It is an assault on our Constitution, the very basics of America. Why does she call herself a Democrat, her anti-American ambitions are more likely to look like socialism and tyranny, not even close to Democracy. We are terrified by a possibility of having Hillary as a President. She'll never stop on the Second Amendment. And if she wins, if she manages to disarm Americans — get ready to say ""good bye"" to the First and the Fourth Amendments either."
Being Patriotic,"Frank Levingston, the oldest veteran in the United States, passed away Tuesday. May 3 at the age of 110 at a nursing home for veterans in Bossier Parish, La., according to family members. Levingston was also the oldest man in the United States. He held the title for less than a month following the death of Felix Simoneaux Jr. on April 19. Wish our veterans received more attention and care from our Government. Obama's eight presidency years turned into a disaster to our veterans and soldiers. Hope Obama will be replaced by a President who cares. We want our old heroes to be proud of their children and grandchildren so they would leave this world with a smile. knowing they will be honored and remembered."
Being Patriotic,Yesterday our country lost another hero. Investigator Freeman was killed when his patrol vehicle was rammed by a suspect vehicle during a pursuit. Deepest condolences to Anthony's family. Our brave policemen put their lives at risk every day to make our lives secure.        Our men in police uniform are real heroes and they can't be called any way but heroes. We don't believe in liberal media accusing our policemen of being absolutely corrupt and using their authority only for personal benefit. American policemen are the only guardians who keep our people safe from criminals.
Being Patriotic,"It might sound like a cliche but ""get a job"" is a really good advice for young liberals protesting against everything in the world. Old man Ronald knew what he was talking about! Our college students should have an experience of paying taxes before standing for illegal immigrants' rights. They should rise their own children before standing for gay parenthood. It's no secret most active liberal's supporters are people about 20-25 years- old while most conservatives are older. Well; as they say; wisdom comes with ages."
Multicultural Affinity,"Ad ID 1233  Ad Text JOIN OUR  Feb. 1, she is arrested for car jacking among other things.  Feb. 9, she doesnt recognized her own arraignment  Feb 1- Feb. 17, she was denied numerous visits. Her family was denied visits  I should say.  By Feb. 17, she had broken ribs, irreparable brain damage, blood clot in her  leg, was thoroughly dehydrated among other things. Legally, she was dead.  Feb. 17, she was shipped to Buffalo geneneral medical hospital.    Feb. 17, Feb 21, family believed amputation of leg was critical.  Feb. 21, India Cummings was pronounced dead.  Feb. 21, her remaining organs crashed and she was pronounced dead.  Feb. 17, sheriff Howard called the situation a ""medical event"" and said very  little else.  #JusticeforlndiaCum m ings   Location: United States: Rochester (+50 mi) New York  : 16 - 45  Language: English (UK) or English (US)  : News Feed on desktop computers or News Feed on mobile  devices  : Multicultural Affinity: African American (US)   14   2   2.81 RUB   05/16/16 08:26:53 AM PDT   05/19/16 08: 15:33 AM PDT   P(1 )0003086  Redactions Completed at the Direction of Ranking Member  of the US House Permanent Select Committee on Intelligence"
Stop AI,"German Police arrested a 27-year-old man after he stabbed four people at a train station located near Munich early Tuesday morning.        He killed a 50-year-old man and injured three other men. Witnesses claim the man screamed ""Allah Akbar"" during the attack, but liberal officials think the suspect had no Islamist motive."
Don't Shoot,"A new disturbing dashcam video from May 2013 is shining light on what happened the night a Chicago. The video shows how officers, Michelle Morsi-Murphy and Jose Lopez, brutalized Rev. Catherine Brown. Brown was driving back home; when Morsi- Murphy jumped out of the car and approached her yelling curse words and demanding she move the vehicle back. When Brown reached for her license; Lopez pointed a gun at her head. Moreover, Lopez WAS LAUGHTING at poor Brown; who was beat and pepper-sprayed by police. Brown is not the only victim, her kids had suffered from pepper spray too. The US police is just insane. What's the problem with peaceful arrest? Why the hell they treat us as animals? This will not stop until cops are held personally and financially responsible for their actions. Could you imagine, if soldiers acted like this towards civilians in a combat zone? 100% it would be treated as a war crime. So why do we have another attitude to people in blue?"
Don't Shoot,The USA is exactly the place where cops can't care less about people's civil rights. They are cynical toward the rule of law and disrespectful of the rights of fellow citizens.        Details: http://donotshoot.us/
Don't Shoot,The USA is exactly the place where cops can't care less about people's civil rights. They are cynical toward the rule of law and disrespectful of the rights of fellow citizens.        Details: http://donotshoot.us/
Don't Shoot,"Horrifying video shows inmate being shocked three times with a stun gun       Recently released video shows the moment officers shot 24-year-old Brandon Bethea with a stun gun as he was in a jail cell. Jail officers said Bethea had threatened them and that's why he was hit with a stun gun but I guess cops didn't know the camera was recording them. FIVE OFFICERS stood over Bethea and just watching how Clark pulled the trigger two more times. As usual, no charges were ever filed against the officers involved in Bethea's death. There is no doubt that Bethea was murdered. Have you noticed that it took 20 minutes passed by before another officer summoned a nurse and they attempted to revive Bethea. All of bastard cops who were there should be in prison for murder. America, it's not a black or white problem... but a blue one."
Don't Shoot,"SHOCKING!!! Cops can't stop using their blue privilege for illegal parking. Could you imagine how off-duty deputy Tracy Weiss was shocked when she realized that her budge won't protect her from paying parking fines? Her face is priceless.        The story happened last month when Weiss found her car being towed for illegal parking. The cop jumped into another vehicle to block the driver, who had towed her car. When she exited the vehicle she had her gun drawn. The driver started recording the incident when he understood that his life is under threat. That's how $62.50 fine turned into $125. The sheriff's office said Weiss has been an Orange County deputy for 11 years and they are investigating the incident. I have only one question: is that how PD trains police in our country? For 11 years she should know how to fix the situation like that. The only reason she should identify herself as an officer is to explain why she has a holstered weapon. Aside from that she should not have mentioned it nor should she have drawn the weapon. To my mind, this woman need to stop being a deputy and carrying a gun. Such cops and people as well should stay away from guns. This would give our citizens a chance to get back home alive. For more stories, join our new brand site http://donotshoot.us/"
Don't Shoot,"A 15-year-old teenager was assaulted by an off-duty officer during a violent brawl. Our jaws dropped when we saw the horrific moments of the boy being forcibly pushed in the chest by the cop, which sent the teen flying backward by shoving him to the ground.        Full story: http://goo.glNoEMV1"
Don't Shoot,"Guess who can be dirty and racists at the same time? That's right - bad cops! Instead of protect and serve citizens, they attack disable people. Thanks to cell phone cameras, we have a chance to show to the world a real face of the US police.        A video clip uploaded to Facebook shows an officer attempting to throw a man from his wheelchair and into the street until someone rushes over to intervene. Also I'd love to know the point of cops rights defenders: what would you say about another ""good cop,"" who's turning his head as if he didn't see his partner attempt to hurt the man in wheelchair? Good cops keep silence, huh? Such incidents can't happen again, we need to get cops that can't handle their tempers off of the streets. Guys, what do you think about it? How disgusting this officer's actions were?"
Don't Shoot,"Dear Don't Shooters, as you know we aim to empower and encourage people to take action in struggle for social justice. ""Unite and fight against police brutality!"" - that's our moto.        From time to time we receive messages like ""why you do not talk about good cops?"" Well, I guess it's time to answer the question... As the nation has been torn apart by police violence and abuse, we have begun to wonder whether there are any good cops at all. Do they exist? Where are these legendary ""good cops""? Sad, but according to our research good cops are threatened with extinction. After sleepless nights with coffee and YouTube search we finally found a great example of a GOOD COP. Please welcome - Mr. Right Officer, who comes to the suspect's aid, not once, not twice, but at least three times physically stopping the arresting officer from abusing the suspect. If you think that all cops SHOULD take a stand like this, then help us SPREAD THE WORD!"
Don't Shoot,"It feels like cops arrest people only to bully and abuse them. Well, police has never about safety... here's the proof. Read the full article ? http://bit.ly/lTK7MGG ? Don't Shoot"
Don't Shoot,"Retired tennis star James Blake was mistaken for a suspect, slammed to the ground and handcuffed by plainclothes members of the NYPD outside his hotel on September, 2015. The scary incident shocked not only Blake's fans, but thousands of people who stand up against the horrors of police brutality in America.        Read more: http://bit.ly/1 ZMkBVq"
Don't Shoot,Land of the fees and home of the police brutality... Full story: http://bit.ly/lTEKTVv
Don't Shoot,That's a crazy police brutality caught on camera in Savannah. Georgia. A girl was violently beaten by cop.
Don't Shoot,"That's how the Delaware state police raids look like. I would be scared to have such ""guests""."
Don't Shoot,Disturbing video of the fatal incident has been released to the public showing Lisa Mearkle shot the man with a Taser. WARNING!!! Graphic video ?        Details: http://bit.ly/1 R8glO2
Don't Shoot,"It's time to talk about important issues. We want to know what do you think about police brutality against black women?        I wonder, why is no one talking about black women abused by police? At the time when Americans' attention focuses primarily on the relationship between black men and law enforcement, we've got to admit the fact that Black women have a tough time too. To my mind it should come to national spotlight; from teen girl, who was slammed to the floor in a South Carolina classroom to the mysterious death of Sandra Bland in a jail cell. We want to give you a chance to express yourself and share your minds with us. WATCH the video below, showing black women bringing their problems to the forefront."
Don't Shoot,"What's the difference between USA cops and EU cops?        That's a fact that US police officers are bad trained. Cops are programmed to take innocent lives. Cops here in America play God. They believe they are judge, jury and executioner, and if someone disobeys them or breaks the law, it is their job to punish that person. They believe it is justifiable to shoot someone who is not a threat simply because that person ""deserves it"" in their eyes. It will be hard to find the same approach in any other country. So what's the difference? The difference in mindset, American cops truly believe they will get away with it. In comparison with other countries, particularly in the UK, cops understand that their job is to apprehend, NOT PUNISH. They do not try to shoot you, they understand that they are not the jury and this is not their job. Bad that America trained not like this!???"
Don't Shoot,This is disgusting! What is wrong with the US police? That's certainly not protect and serve. WATCH THIS: http://bit.ly/lVaSgco For more videos ? Don't Shoot
Don't Shoot,"At first sight, this video seems absolutely fine. It shows an elderly man joyfully singing a Beach Boys song in front of restaurant dinners. Moments later... you won't believe what happens next        Details: http://bit.ly/22fl dCq"
Don't Shoot,"Try to guess what would cops do, if you were back talking? Right, couple of punches, some kicks and dozens of bruises for memory, here's a proof.. In a video you can see a cop who brutally attacked a teenager for what? Hmmm, who knows... I bet, cop apologist will say the kid was in the wrong for ""back talking"" how dare he insults his master, but seriously, it's a human instinct to resist when someone throwing you around like a rag doll. This cops an a$$hole. Could you imagine that was your child? What would you do, if something like that has happened to you kid?"
Don't Shoot,"Even if you do not resist, it won't help you to avoid police terror. The guys in the video was not resisting, he's not aggressive - he was unarmed but the sadistic sociopath cops keeps tasing him repeatedly!       The police have no right to treat people this way, but they are literally breaking the law. What kind of respect citizens. This is why people do not trust the police. This cop is a coward! The community needs to come together and get cops like this off the force. Together we stronger!"
Don't Shoot,"If you allergic to bad cops. please DO NOT WATCH the video below!!' We found old dashcam footage has revealed the startling moment a Texas trooper ran toward a motorcyclist following a high-speed chase, leaped into the air and karate kicked him to the ground. The incident unfolded in December 2012 after Martinez, a 10-year veteran trooper, took chase when 25-year-old Steven Gaydos ran a stop sign near Houston. Apparently this Texas deputy wanted to go back to the good old days and show off his fancy moves by jumping in the air and kicking this guy who was already surrendering off his motorcycle. Wow, bad cops with Rambo mentality issues should be dismissed and forbidden from ever owning any firearm again. period!"
Don't Shoot,"ALERT!!! Hopefully, this video will be a good evidence to put the cop behind bars. Could you imagine what would have happened, if there was no video?        Details ? http://bit.ly/lTRfCib"
Don't Shoot,"An officer gives two California truckers a tough choice: to face arrest or tell the location of drug money they were allegedly transporting through Tennessee. A good cop would arrest the guy immediatly, bad one... WATCH: http://bit.ly/1 Ty26m9"
Don't Shoot,"That's crazy!'' Cops hold man down and sic K-9 on him for dancing in a parking lot The city will pay Linson Tara $100,000 to settle a civil-rights lawsuit filed after the Washington cops used Tasers; their fists and then a police dog on him while he was being restrained. Only 100k? Seriously? Guys, don't you think it's not enough for a man who was choked; tased, punched in the face several times while the dog bit you? It should be more zeroes in the number. A dash cam video showed one of the officers holding Tara on the hood of the police cruiser while his partner used a Taser on him. IS THAT THE WAY YOU WANT POLICE TO TREAT US? The video gives us a great explanation of the question, why do people hate cops? Dear Americans, we've got to understand a simple idea - nothing will change unless you, me and the whole country start taking judgments out of THEIR paychecks... and then you'll see this behavior stop."
Don't Shoot,What he did to the girl is disgusting! After that I have only one question: should cops be in public schools?        More info: http://bit.ly/1 TRfCib
Don't Shoot,Shocking video of police officer torturing an 8-year-old boy while he is crying in agony! More details: http://bit.ly/27TS19x
Don't Shoot,"We know million stories about ridiculous reasons why people have been arrested but this time is out of my mind! A man was arrested for SMOKING A CIGARETTE OUTDOORS! I bet the news related to 'hard to believe in' but still... Watching the video I've only noticed people peacefully enjoying the beautiful nature on a bright sunny day, and as soon as police show up the police ruined the camping. I wonder what would happen; if people stood together against the police? Is it any chance to transform police brutality into something peaceful? Guys; please; feel free to share our opinion with us in comments below."
Don't Shoot,"""Know Your Rights or Your Safety Is At Risk In Any Interaction With The Police"" SHOCKING video was uploaded to YouTube recently shows a man in Newington; Connecticut. refusing to fall for Police State tactics of intimidation at a police checkpoint - widely known as a sobriety or DUI checkpoint; but in reality what amounts to an excuse for cops to surveil and keep tabs on citizens. They say cops are keeping us safe, but the reality is absolutely different! Those pigs are filling up prison for profit quotas. arrest quotas. any other f@cking quotas. REMEMBER: Police is not a guarantee of peaceful streets... not in the police states of America. Moral of the story: educate yourself, stand up for your constitutional rights and take the power back from these public ""servants.""#PowerToThePeople. We are the many, they are the few. Together we can stop #PoliceTerror."
Don't Shoot,"The video will make you speechless!""??? If cops protected our rights as the cop from the record below. we would never faced police brutality"
Don't Shoot,A horrific incident occurred last summer; which police deliberately tried to hide. Police claim 15 baton strikes are needed to gain compliance of one man. We believe that's a lot! Details: http://bit.ly/1 U7zUnr
Don't Shoot,"An investigation is launched into the incident, which occurred during the graduation party at the University of Maryland. Police were responding to a call of students, who were allegedly loud during the celebration. Details: http://bit.ly/22nhGEI Join us: Don't Shoot"
Multicultural Affinity,"Black Community! We finally made a website! News about black racial and social issues. Get breaking news and analysis on the life of African American community in the US. Black Matters Hillary Doesn't Deserve Black Votes Young black voters give up on Mrs. Clinton Outraged Flint Resident: ""Lawsuit Must Be Filed Against State!"" Flint Water Crisis touched the feelings of all Americans and the whole world. Justice For Aiyana Jones Rally The tragic death of Aiyana Jones, a 7-year-old African-American fatally shot by a Detroit police officer 4 Officers, Who Shot Jeremy McDole, Won't Face State charges, Family Protests In Wilmington Friday The tragic alleged murder of Jeremy McDole happened last September after he had been ""robbed and shot by an unknown robber,"" Black Matters"
Stop AI,"Fortunately, some patriots in the United States don't stay away, while traitors destroy this country. Our friends from San Diego organized a rally to support ideas of Donald Trump. Patriots carried and waved American flags, while the Clinton/Sanders supporters carried MEXICAN flags and attempted to confront a very diverse group of Donald Trump supporters. That explains why the Democrats encourage the illegal immigration. They are ready to destroy America just to be elected.        We have to defend this nation! Let's organize rallies against the illegal immigration around the whole country! Let's flood the United States with American flags! If you have a desire to organize a rally in your city, please contact us. We can help you. Only our patriotism can save the United States of America!"
Stop AI,"We have many problems in our country at the moment. Healthcare, education  and Veterans are just on the top of the list. But one problem is destroying our  country more than anything else. Illegal aliens affect our economy drastically.  Not only they sink the job market and steal hundreds of millions of welfare  dollars, they also flood America with drugs, which is the worst. Mexican  cartels have a stable stream of drugs through the border and our government  does nothing with it.  To cure our nation we need to get rid of all the gangs and illegal immigrants  and build a huge wall so they would never come back!"
LGBT United,"Hate does seem to be a Christian ideal....        3rd federal court case seeks to block Mississippi LGBT law A diverse group of gay, straight and transgender people have filed the third federal court challenge seeking to block a Mississippi law that lets clerks cite religious beliefs to recuse themselves from issuing marriage licenses to same- sex couples. The lawsuit filed Friday says House Bill 1523 violates the separation of church and state by favoring ""certain narrow religious beliefs that condemn same-sex couples who get married, condemn unmarried people who have sexual relations and condemn transgender people."" How many times do we have to do this? Your BELIEFS don't supersede my RIGHTS!! You just want to use your religious beliefs as an excuse to deliberately harm others and have no consequences for doing so! You can believe whatever you wish, but you cannot use those beliefs to deny me my rights!"
Stop AI,"""They wish you would disbelieve as they disbelieved so you would be alike. So do not take from among them allies until they emigrate for the cause of Allah. But if they turn away, then seize them and kill them wherever you find them and take not from among them any ally or helper."" (Qur'an 4:89)        This Surah is an evidence of how Syrian refugees respect our culture. If you think that Muslims ignore some Islamic rules, you're wrong. For example, a Muslim in eastern Uganda strangled his Christian wife to death this month for leaving Islam. What would you do if your wife or husband converts to Islam? Probably you would be upset. In the worst case, you would sue for divorce. But I'm sure you would not kill your spouse. That's the difference between our cultures."
Don't Shoot,Being homeless is a crime in the US and this video proves it! Full story: http://bit.ly/lVyOO6t
Don't Shoot,Video will show you how dangerous crossing the streets in a police state can        be. Full story: http://bit.ly/1 RQaw46
Don't Shoot,The veteran was recovering from his heart surgery when the police came to check on him. He ended up being shot.        Full story: http://bit.ly/lXOrpkm
Don't Shoot,Only in the US cops are so undertrained that they cannot arrest a man without killing him! Full story: http://bit.ly/lTLwnM8
Don't Shoot,This is what living in a police state looks like! Full information about police brutality in the US: http://bit.ly/106zgBD
Don't Shoot,Cops were caught on camera when they assaulted and choked a man and brutalized the bystanders. In a police state even looking at the cops is punishable! Find more police brutality cases: http://bit.ly/25ChjLS
Don't Shoot,"Jess Cooke was traveling through an interior US Border Checkpoint in Waddington, New York when she was stopped for ""looking suspicious"" by the border patrol. Cooke is a law student, so she knows her rights. When she refused to consent to search, she was told to wait for a K-9 unit to arrive before she could leave. Cooke didn't commit any crime, that's why she wanted to leave, but officers had the different plans. She was thrown to the ground by the male agent and the female agent deployed the taser. After she screamed from the pain for several seconds, she was handcuffed, while agents illegally opened her truck and searched it. Of course, they found nothing. She spent over an hour in handcuffs and then about 4 hours in the US customs Station in Ogdensburg before she could go home. This girl's day was totally ruined because cops thought that she looked suspicious. After they ILLEGALLY searched her vehicle, she couldn't go. This is what real terrorism looks like!"
Don't Shoot,"It feels like cops arrest people only to bully and abuse them. Well, police has never about safety... here's the proof.        Read the full article ? http://bit.ly/lTK7MGG ? Don't Shoot"
Don't Shoot,"Dash cam footage helped a man to escape 5 years in jail! Evidence from a dashboard camera from a police car helped Marcus Jeter, 30 years to escape the jail time after he was falsely accused of resisting arrest and the assault. With the help of this video, all charges were dismissed and the man's name was cleared. Do you need more proofs that cops are lying bastards who would frame anyone to save themselves!"
Don't Shoot,"Warning, the video is extremely disturbing! Phillip White died after he was beaten in the street by the two police officers, who also let the K9 brutally mauled him! And again cops lied about what happened. One of the officers said that the man tried to disarm him ; but the video never showed anything like this! Read the full story: http://bit.ly/28JIShm"
Don't Shoot,Recently released video of the arrest of 32-year-old Clinton N. Walker proved that cops lied when they said that he was resisting the arrest and assaulted an officer that's why they had to tase and kick him. Cops lied again! These bastards will tell anything to justify their action! Full story: http://bit.ly/1 UCDWgK
Don't Shoot,"In a police state, a family time can turn into a nightmare! An off-duty officer Khaled W. Shaar approached a family that was eating a dinner around the closing time and asked them to leave. When the head of the family refused to leave, because their dinner wasn't finished, Shaar decided to handle the situation violently. Full story: http: //bit. ly/1 Y3as8j"
Don't Shoot,A 58-year-old man from India was violently slammed by the police officer to the ground. He was badly injured and paralyzed. How can anyone deserve something like that?! Remember that meeting a cop could cost you your health and even a life.        Read the full story: http://bit.ly/24tgjnw
Don't Shoot,Peaceful Martin Luther King Jr. rally almost turned violent when a police officer pepper sprayed innocent people on the street!        Read the full story: http://bit.ly/1tc61X2
Don't Shoot,"#Chicago released hundreds of videos, audio recordings and documents related to 101 pending investigations by the independent Police Review Authority, which investigates police-involved incidents.        This is one of the videos that authorities have released. Though the video is a clear example of an excessive force, the report said that police officer had to use his baton to protect himself. Another cop was caught lying about the case. It's not the first video that proves that cops are lying bastards and it's not the last. What they do is systematically abusing people and then covering it with ""I was feared for my life"" phrase. If it's so scaring to be a police officer, may be they should find another job? What punishment do you think he deserves for that?!"
Don't Shoot,"An NYPD sergeant Diana Pichardo that was named in at least 20 federal lawsuits including an allegation of false arrest and police brutality, was caught on a video grabbing a bystander's phone, arresting him without reason and searching his home without a warrant. Instead of getting fired or arrested for her actions, she is facing only a disciplinary review. The victim's only crime was filming him while she was assaulting and brutalizing his neighbors!        Though it's legal to film the police, cops are so scared of people recording them. It means that we have to keep following them with our cameras. It's our only way to prove that they were violent and it's our only hope for justice!"
Don't Shoot,The video will teach you how to interact with the police!
Don't Shoot,"Last month, Edward M. Nero, the second to be tried in Freddie Gray's case among the six of Demand Justice For Freddie Gray"
United Muslims of America,"Muhammad Ali, the greatest boxer this world has ever known, is no more. The fact that he is gone is difficult to come to terms with; for years, Ali was renowned as a larger than life figure, the greatest, as he called himself, and the demise of a man of such a high stature is surely a void that can never be filled.        In the world of sports, Muhammad Ali will forever be known as the boxing legend who won 56 bouts over the period of a 21-year career. In popular culture, he will be remembered as the man who was not afraid when it came to speaking his mind -- someone who was not shy of talking about things unrelated to boxing, and would always take the right stand when needed. He risked his career and reputation by opposing the US-Vietnam War. Furthermore, he refused to serve in the US Army and in the process, was accused of committing a felony. Now that he is gone, this world is left with memories, and a void that cannot be filled. May Allah rest his soul in peace and paradise!!!"
United Muslims of America,"PLEASE HELP VICTIM OF ANTI-MUSLIM HATE CRIME Mohamed Rasheed Khan, 59 became victim of a vicious hate crime. He was brutally attacked by three men outside a mosque in Queens. Mr. Khan suffered a concussion, as well as fractures to his face and ribs. Please help Mr. Khan's family to raise enough money for all medical surgery and hospital expenses. If you are unable to help financially, we understand. Please share this fundraising post with others so more people become aware: I believe - together we can do this: In this month of Ramadan we kindly ask everyone to keep Mohamed Rasheed Khan in your prayers for his well being and a speedy recovery! Lets help our fellow brother reunite with his family. InsAllahl. To make a donation, follow the link: https://goo.gl/RJF9Vf P.S. Comment below or write us a direct message, if you have already donated or just going to donate."
Memopolis,Turn it on and off again
Black Matters,"We are conducting this survey because your opinion is important to us! Black Voices must be heard! Black opinion matters! Online survey powered by Typeform Thank you for your time! We highly appreciate your efforts and your opinion. Please, SHARE this article with your friends to m Take Part in Black Pride Survey I Black Matters Black Matters"
Black Matters,"When a Black man is shot dead, the world will know about every little secret he had. It is obvious that every time a Black man is killed, all his secretes and mistakes will be all over the internet. The media goes in search of all his criminal r 2 Blacks, Sterling and Castile, Are Now Subject To Intense Scrutiny Black Matters Black Matters"
Secured Borders,"We simply can't allow Muslims to wear burga, otherwise everybody who wants to commit a crime or terror attack would wear this ugly rug and hide his or hers identity behing it. The risk is too highl Burga and other face covering cloth should be banned from wearing in public!"
